Registracijos numeris,Registracijos data,docReklaminės veiklos subjektas (užsakovas),docReklaminės veiklos subjekto (užsakovo) buveinės adresas,docReklamos apmokestinamas plotas,docReklamos komisijos posėdžio data,docReklamos komisijos posėdžio protokolo Nr.,docReklamos leidimas galioja iki (data),docReklamos plotas (kv. m),docReklamos tipas,docReklamos turinys,docReklamos vykdytojas,docReklamos įrengimo adresas (gatvė),docReklamos įrengimo adresas (namo Nr.),docReklamos įrengimo adresas(seniūnija),docPastabos
A635-290/15(2.3.2.1-EK6),4/1/2015,UAB „Šiltas namas“,"Ateities g. 31, Vilnius",,2015.03.25 00:00,A16-258/15(2.1.43-EK6),2020.03.31 00:00,"4,41",IVR ant pastato fasado,ŠILTAS NAMAS,,Dariaus ir Girėno g.,42A,Naujininkų,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams.
A635-291/15(2.3.2.1-EK6),4/1/2015,Mykolas Girdiušas,,,2015.04.22 00:00,A16-258/15(2.1.43-EK6),2020.03.31 00:00,"0,29",IVR ant pastato fasado,ADVOKATO KONTORA,,Šeškinės g.,30,Šeškinės,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą vienai išorinei reklamai prie įėjimo durų penkeriems metams.
A635-292/15(2.3.2.1-EK6),4/2/2015,UAB „Vilsanda“ ir partneriai,"Metalo g. 4, Vilnius",,2015.03.25 00:00,A16-258/15(2.1.43-EK6),2020.04.01 00:00,"0,24",IVR ant pastato fasado,UAB „VILSANDA IR PARTNERIAI“ DIDMENINĖ PREKYBA SANTECHNIKA,,Metalo g.,4,Naujininkų,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams.
A635-297/15(2.3.2.1-EK6),4/2/2015,UAB „Airport business park“,Verkių g. 29,,2015.03.25 00:00,A16-258/15(2.1.43-EK6),2020.05.19 00:00,"8,97",IVR ANT INŽINERINIO REKLAMINIO STATINIO,"„Airport business park, Hellmann, Konekta cargo, Ace Logistics, Lietuvos tranzitas, VBH, Stropuva“",UAB „Airport business park“,Dariaus ir Girėno g.,81,Naujininkų,"Nuspręsta siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti 8,97 kv. m reklaminiam inžineriniam statiniui Nr. 1 leidimą įrengti ir eksploatuoti išorinę rekla"
A635-298/15(2.3.2.1-EK6),4/2/2015,UAB „Churma“,Birbynių g. 64,,2015.03.25 00:00,A16-258/15(2.1.43-EK6),2016.03.24 00:00,"2,8",IVR ANT INŽINERINIO REKLAMINIO STATINIO,"„Tel. 8 618 41164, Churma, prekyba medienos gaminiais, pjauta mediena, www.churma.lt“",UAB „Churma“,Prie Liepkalnio ir Birbynių gatvių sankirtos,-,Rasų,"Nuspręsta siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą reklamai laikinai ant reklaminio inžinerinio statinio (bendras plotas 2,8 kv. m) vienerie"
A635-295/15(2.3.2.1-EK6),4/2/2015,UAB „Laidojimo paslaugų centras“,"Kalvarijų g. 329, Vilnius",,2015.03.18 00:00,A16-235/15(2.1.43-EK6),2020.04.01 00:00,"2,01",IVR ant pastato fasado,LAIDOJIMO PASLAUGŲ CENTRAS. UŽSAKYMŲ PRIĖMIMAS. ŠARVOJIMO SALĖ,,Palydovo g.,13,Naujosios Vilnios,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams (1827 kalendorinėm dienom) .
A635-293/15(2.3.2.1-EK6),4/2/2015,UAB „OSKARO“,"Laisvės pr. 39-8, Vilnius",,2015.03.12 00:00,A16-220/15(2.1.43-EK6),2020.04.01 00:00,"1,04",IVR ant pastato fasado,„BLUSIUKAS“ BUTIKAS,,Trakų g.,6,Senamiesčio,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams.
A635-294/15(2.3.2.1-EK6),4/2/2015,Natalija Tamoliūnienė,,,2015.03.18 00:00,A16-235/15(2.1.43-EK6),2020.04.01 00:00,"2,56",IVR ant pastato fasado,VERKIŲ GROŽIO STUDIJA,,Žaliųjų Ežerų g.,30,Verkių,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams.
A635-296/15(2.3.2.1-EK6),4/2/2015,UAB „Real house“,"Šiaulių g. 8-1, Vilnius","1,33",2015.03.18 00:00,A16-235/15(2.1.43-EK6),2020.04.01 00:00,,IVR ant pastato fasado,REAL HOUSE APARTAMENTAI „B&amp;B”,,Šiaulių g.,8,Senamiesčio,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams
A635-302/15(2.3.2.1-EK6),4/3/2015,UAB „KuRima“,"Metalo g. 19, Vilnius",,2015.03.25 00:00,A16-258/15(2.1.43-EK6),2020.04.02 00:00,"1,31",IVR ant pastato fasado,„KURIMA“ DIDMENINĖ PREKYBA,,Geologų g.,6,Naujininkų,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams.
A635-299/15(2.3.2.1-EK6),4/3/2015,UAB „Delano“,"Ozo g. 25, Vilnius",,2015.01.28 00:00,A16-102/15(2.1.43-EK6),2020.04.02 00:00,"3,85",IVR ant pastato fasado,RESTORANAS „CANCAN PIZZA“,,Viršuliškių g.,30,Viršuliškių,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams.
A635-300/15(2.3.2.1-EK6),4/3/2015,UAB „NPS Projektai“,"Žirmūnų g.70, Vilnius",,2015.03.25 00:00,A16-258/15(2.1.43-EK6),2017.04.02 00:00,"1,6",IVR ant pastato fasado,"„NPS“ NAMŲ PROJEKTAI, STATYBA",,Žirmūnų g.,70,Žirmūnų,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai dvejiems metams UAB „NPS Projektai“.
A635-301/15(2.3.2.1-EK6),4/3/2015,UAB „Northway turto valdymas“,S. Žukausko g. 21,,2015.03.12 00:00,A16-220/15(2.1.43-EK6) ir A16-258/15(2.1.43-EK6),2020.04.02 00:00,"15,0 ir 1,7",IVR ANT INŽINERINIO REKLAMINIO STATINIO,„Northway medicinos centras“,UAB „Northway turto valdymas“,S. Žukausko g.,19,Žirmūnų,Nuspręsta siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgalotam asmeniui išduoti leidimą įrengti ir eksploatuoti reklamą ant vieno vėliavos stiebo ir ant dvipusio (15 kv. m bendro
A635-304/15(2.3.2.1-EK6),4/3/2015,UAB „IDV commercia“,"M. K. Čiurlionio g. 84A-19, Vilnius",,2015.03.04 00:00,A16-197/15(2.1.43-EK6),2020.04.02 00:00,"0,87",IVR ant pastato fasado,„LA PERLA“ APATINIO TRIKOTAŽO PARDUOTUVĖ,,Vokiečių g.,5,Senamiesčio,"Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams su sąlyga, kad bus atsisakyta šviesdėžės įrengimo lange."
A635-303/15(2.3.2.1-EK6),4/3/2015,UAB „Krinona“,"A. Strazdo g. 70, Kaunas",,2015.03.25 00:00,A16-258/15(2.1.43-EK6),2020.04.03 00:00,"7,15",IVR ant pastato fasado,„CASCADA“ GROŽĮ KURKIME KARTU!,,Ukmergės g.,369,Fabijoniškių,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams.
A635-308/15(2.3.2.1-EK6),4/13/2015,UAB „Geodezijos linija“,"Aušros al. 66A, Šiauliai",,2015.03.25 00:00,A16-258/15(2.1.43-EK6),2017.04.12 00:00,"1,6",IVR ant pastato fasado,„GEOLINE“ GEODEZIJOS PASLAUGOS,,Žirmūnų g.,70,Žirmūnų,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai dvejiems metams UAB „Geodezijos linija“.
A635-307/15(2.3.2.1-EK6),4/13/2015,UAB „Felit“,Vikingų g. 1,,2015.03.25 00:00,A16-258/15(2.1.43-EK6),2017.02.20 00:00,"33,76",IVR ANT INŽINERINIO REKLAMINIO STATINIO,"„IKEA“, WWW.IKEA.LT, PUSRYČIŲ RINKINYS KASDIEN NUO 9.30 IKI 11.00 VAL. rINKINĮ SUDARO: PRANCŪZIŠKAS RAGELIS, SŪRIS, KUMPIS, KIAUŠINIS, SVIESTAS, DŽEMAS, POMIDORO GRIEŽINĖLIS, MAJONEZAS IR PUODELIS KAV",UAB „Felit“,prie Žirnių,-,Naujininkų,"Nuspręsta siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą įrengti išorinę reklamą (33,76 kv. m) ant reklaminio inžinerinio statinio ant Vilniaus mi"
A635-306/15(2.3.2.1-EK6),4/13/2015,AS „Viasat“,"Kalvarijų g. 135, Vilnius",,2015.03.25 00:00,A16-258/15(2.1.43-EK6),2020.04.12 00:00,"10,88",IVR ant pastato fasado,„VIASAT“ „VIASAT SPORT BALTIC“,,Kalvarijų g.,135,Žirmūnų,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams UAB „Tele-3“ radijas pagal pateiktą projektą „POWER HIT RADIO“.
A635-305/15(2.3.2.1-EK6),4/13/2015,UAB „Ex prompto“,"Partizanų g. 27G-44, Kaunas",,2015.03.12 00:00,A16-220/15(2.1.43-EK6),2020.04.12 00:00,"1,31",IVR ant pastato fasado,„VERO CAFE“ KAVA IŠSINEŠTI,,Pilies g.,6,Senamiesčio,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams.
A635-313/15(2.3.2.1-EK6),4/14/2015,UAB „Centrako“,"Taikos pr. 135, Kaunas",,2015.03.25 00:00,A16-258/15(2.1.43-EK6),2017.04.18 00:00,"57,6",IVR ant pastato fasado,DAF,,Minsko pl.,4,Rasų,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai ant reklaminių inžinerinių statinių ir vėliavų stulpų dvejiems metams nuo 2015-04
A635-312/15(2.3.2.1-EK6),4/14/2015,Irena Ivaško,,,2015.01.07 00:00,A16-34/15(2.1.43-EK6),2020.04.13 00:00,"0,36",IVR ant pastato fasado,KIRPYKLA,,Kalvarijų g.,125A,Žirmūnų,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams.
A635-315/15(2.3.2.1-EK6),4/14/2015,Evaldas Venckus,,,2015.03.25 00:00,A16-258/15(2.1.43-EK6),2017.04.13 00:00,"2,56",IVR ant pastato fasado,SLIDES.LT,,Apolinaro Juozo Povilaičio g.,20,Karoliniškių,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą vienai išorinei reklamai bendroje sistemoje dvejiems metams.
A635-311/15(2.3.2.1-EK6),4/14/2015,UAB „TOP SPORT“,"S. Dariaus ir S. Girėno g. 31A, Kaunas",,2015.01.28 00:00,A16-102/15(2.1.43-EK6),2020.04.13 00:00,"1,62",IVR ant pastato fasado,„TOP SPORT“ CASINO LOŠIMO AUTOMATAI,,Savanorių pr.,16,Naujamiesčio,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams.
A635-310/15(2.3.2.1-EK6),4/14/2015,UAB „TOP SPORT“,"S. Dariaus ir S. Girėno g. 31A, Kaunas",,2014.12.17 00:00,A16-1114/14(2.1.43-EK6),2020.04.13 00:00,"0,55",IVR ant pastato fasado,TOPSPORT,,Žirmūnų g.,64,Žirmūnų,"Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams su sąlyga, kad bus atsisakyta lipnios plėvelės klijavimo ant vi"
A635-316/15(2.3.2.1-EK6),4/14/2015,Žana Lepuga,,,2015.03.25 00:00,A16-258/15(2.1.43-EK6),2017.04.13 00:00,"1,6",IVR ant pastato fasado,"DRABUŽIAI, AKSESUARAI „CHRISTY LEE VINTAGE BOUTIQUE“",,Rygos g.,17,Viršuliškių,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai dvejiems metams.
A635-309/15(2.3.2.1-EK6),4/14/2015,UAB „Žibintas“,Savanorių pr. 217,,2015.04.01 00:00,A16-285/15(2.1.43-EK6),2016.05.09 00:00,"6,0",IVR ANT INŽINERINIO REKLAMINIO STATINIO,"„Autoservisas, uab ŽIBINTAS SAVANORIŲ PR. 217 1,1 km PEUGEOT CITROĖN ISUZU SUZUKI + 370 5 231 1514“",UAB „Žibintas“,Savanorių pr.,-,Vilkpėdės,Nuspręsta išduoti leidimą reklamai ant vienpusio (bendras plotas 6  kv. m) reklaminio inžinerinio statinio vieneriems metams (366 kalendorinėm dienom) nuo 2015-05-10 ant savivaldybei priklausančių ar
A635-318/15(2.3.2.1-EK6),4/14/2015,UAB „YIT Kausta būstas“,"Viršuliškių skg. 34-1, Vilnius",,2015.03.25 00:00,A16-258/15(2.1.43-EK6),2016.04.13 00:00,"25,54",IVR ant pastato fasado,PARDUODAMI BUTAI 8 618 33330,,Juozo Rutkausko g.,27,Viršuliškių,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai vieneriems metams (366 kalendorinėms dienoms).
A635-314/15(2.3.2.1-EK6),4/14/2015,IĮ „Autura“,"Verkių g. 30B, Vilnius",,2015.03.25 00:00,A16-258/15(2.1.43-EK6),2020.04.13 00:00,"13,45",IVR ant pastato fasado,„AUTURA“ VISKAS DYZELINIAMS AUTOMOBILIAMS. DYZELINIŲ AUTOMOBILIŲ SERVISAS,,Verkių g.,30B,Žirmūnų,"Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams su sąlyga, kad bus atsisakyta paslaugų vardijimo."
A635-317/15(2.3.2.1-EK6),4/14/2015,VšĮ „JAT Projektai“,"A. Smetonos g. 5, Vilnius",,2015.04.01 00:00,A16-285/15(2.1.43-EK6),2015.07.13 00:00,399,IVR ant pastato fasado,„MILKA“ NET KIEČIAUSIUS PAVERČIA ŠVELNESNIAIS,,J. Jasinskio g.,16E,Naujamiesčio,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai 91 kalendorinei dienai.
A635-323/15(2.3.2.1-EK6),4/16/2015,UAB „Omniva LT“,"Kauno g. 10, Vilnius",,2015.04.01 00:00,A16-285/15(2.1.43-EK6),2020.04.15 00:00,"0,64",IVR ant statinio,IŠTIES PAPRASTAS BŪDAS SIŲSTI IR GAUTI SIUNTAS 24/7 OMNIVA.LT,,Konstitucijos pr.,16,Šnipiškių,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai (IŠTIES PAPRASTAS BŪDAS SIŲSTI IR GAUTI SIUNTAS 24/7 OMNIVA.LT) penkeriems metams
A635-320/15(2.3.2.1-EK6),4/16/2015,UAB „Boutique travel“,"A. Smetonos g. 2, Vilnius",,2015.04.01 00:00,A16-285/15(2.1.43-EK6),2016.04.15 00:00,"0,29",IVR ant pastato fasado,„BOUTIQUE TRAVEL“,,A. Smetonos g.,2,Senamiesčio,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai vieneriems metams (366 kalendorinėms dienoms).
A635-326/15(2.3.2.1-EK6),4/16/2015,UAB „Omniva LT“,"Kauno g. 10, Vilnius",,2015.04.01 00:00,A16-285/15(2.1.43-EK6),2020.04.15 00:00,"1,05",IVR ant statinio,„OMNIVA“,,Vydūno g.,4,Pilaitės,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams.
A635-319/15(2.3.2.1-EK6),4/16/2015,Laura Liutkutė,,,2015.04.01 00:00,A16-285/15(2.1.43-EK6),2020.04.15 00:00,"1,8",IVR ant pastato fasado,GROŽIO NAMAI,,S. Žukausko g.,33,Žirmūnų,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams.
A635-322/15(2.3.2.1-EK6),4/16/2015,UAB „Omniva LT“,"Kauno g. 10, Vilnius",,2015.04.01 00:00,A16-285/15(2.1.43-EK6),2020.04.15 00:00,"1,6",IVR ant statinio,„OMNIVA“,,Konstitucijos pr.,16,Šnipiškių,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams.
A635-329/15(2.3.2.1-EK6),4/16/2015,UAB „Omniva LT“,"Kauno g. 10, Vilnius",,2015.04.01 00:00,A16-285/15(2.1.43-EK6),2020.04.15 00:00,"0,26",IVR ant pastato fasado,IŠTIES PAPRASTAS BŪDAS SIŲSTI IR GAUTI SIUNTAS 24/7 WWW.OMNIVA.LT,,Viršuliškių g.,30,Viršuliškių,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai (IŠTIES PAPRASTAS BŪDAS SIŲSTI IR GAUTI SIUNTAS 24/7 OMNIVA.LT) penkeriems metams
A635-321/15(2.3.2.1-EK6),4/16/2015,UAB „RIMI LIETUVA“,"Savanorių pr. 16, Vilnius",,2015.03.12 00:00,A16-220/15(2.1.43-EK6),2020.04.15 00:00,"21,08",IVR ant vėliavų stiebų ir reklaminio inžinerinio statinio,RIMI,,Molėtų pl.,49,Verkių,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai ant reklaminio inžinerinio statinio ir trijų vėliavų stiebų penkeriems metams.
A635-327/15(2.3.2.1-EK6),4/16/2015,UAB „Omniva LT“,"Kauno g. 10, Vilnius",,2015.04.01 00:00,A16-285/15(2.1.43-EK6),2020.04.15 00:00,"0,26",IVR ant statinio,IŠTIES PAPRASTAS BŪDAS SIŲSTI IR GAUTI SIUNTAS 24/7 OMNIVA.LT,,Vydūno g.,4,Pilaitės,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai (IŠTIES PAPRASTAS BŪDAS SIŲSTI IR GAUTI SIUNTAS 24/7 OMNIVA.LT) penkeriems metams
A635-328/15(2.3.2.1-EK6),4/16/2015,UAB „Omniva LT“,"Kauno g. 10, Vilnius",,2015.04.01 00:00,A16-285/15(2.1.43-EK6),2020.04.15 00:00,"1,05",IVR ant statinio,OMNIVA,,Viršuliškių g.,30,Viršuliškių,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams.
A635-325/15(2.3.2.1-EK6),4/16/2015,UAB „Omniva LT“,"Kauno g. 10, Vilnius",,2015.04.01 00:00,A16-285/15(2.1.43-EK6),2020.04.15 00:00,"0,26",IVR ant statinio,IŠTIES PAPRASTAS BŪDAS SIŲSTI IR GAUTI SIUNTAS 24/7 WWW.OMNIVA.LT,,Saltoniškių g.,12,Žvėryno,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai (IŠTIES PAPRASTAS BŪDAS SIŲSTI IR GAUTI SIUNTAS 24/7 OMNIVA.LT) penkeriems metams
A635-324/15(2.3.2.1-EK6),4/16/2015,UAB „Omniva LT“,"Kauno g. 10, Vilnius",,2015.04.01 00:00,A16-285/15(2.1.43-EK6),2020.04.15 00:00,"1,05",IVR ant statinio,„OMNIVA“,,Saltoniškių g.,12,Žvėryno,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams.
A635-330/15(2.3.2.1-EK6),4/20/2015,Vilniaus apskrities gaisrininkų draugija,"Vytenio g. 63, Vilnius",,2015.04.08 00:00,A16-318/15(2.1.43-EK6),2020.04.19 00:00,"0,24",IVR ant tvoros,VILNIAUS APSKRITIES GAISRININKŲ DRAUGIJA,,Vytenio g.,63,Naujamiesčio,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams.
A635-335/15(2.3.2.1-EK6),4/20/2015,UAB „VIRINETA“,"Eišiškių pl. 8, Vilnius",,2015.04.01 00:00,A16-285/15(2.1.43-EK6),2018.04.19 00:00,"10,4",IVR ant pastato fasado,„VIRINETA“ VANDENTIEKIO ŠILDYMO ĮRANGA,,Eišiškių pl.,8,Naujininkų,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai trims metams.
A635-333/15(2.3.2.1-EK6),4/20/2015,UAB Biotechnologinės farmacijos centras „Biotechpharma“,"Mokslininkų g. 4, Vilnius",,2015.04.01 00:00,A16-285/15(2.1.43-EK6),2020.04.19 00:00,"1,7",IVR ant vėliavos stiebo,BIOTECHPHARMA,,Mokslininkų g.,4,Verkių,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams.
A635-332/15(2.3.2.1-EK6),4/20/2015,UAB ROBERT BOSCH,"Ateities pl. 79A, Kaunas",,2015.04.01 00:00,A16-285/15(2.1.43-EK6),2016.04.19 00:00,"7,38",IVR ant pastato fasado,BOSCH“ „BUDERUS“,,Kirtimų g.,2,Panerių,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai vieneriems metams (366 kalendorinėms dienoms).
A635-331/15(2.3.2.1E-EK6),4/20/2015,"UAB ""Mototoja""",Ukmergės g. 425,,2015.04.08 00:00,A16-318/15(2.1.43-EK6),2016.06.17 00:00,"15,0",IVR ANT INŽINERINIO REKLAMINIO STATINIO,„Toyota Mototoja“,UAB „Mototoja“,Ukmergės,425,Fabijoniškių,Nuspręsta išduoti leidimų įrengti ir eksploatuoti reklamą ant dvipusio (15 kv. m bendro ploto) reklaminio inžinerinio statinio ant Vilniaus miesto savivaldybei priklausančių ar valdytojo teise valdomų
A635-336/15(2.3.2.1-EK6),4/20/2015,UAB „Nemuno vaistinė“,"Taikos pr. 104D, Kaunas",,2015.04.01 00:00,A16-285/15(2.1.43-EK6),2020.04.19 00:00,"2,01",IVR ant pastato fasado,CAMELIA VAISTINĖ,,Rygos g.,41,Viršuliškių,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams.
A635-337/15(2.3.2.1-EK6),4/20/2015,UAB „Nemuno vaistinė“,"Taikos pr. 104D, Kaunas",,2015.04.01 00:00,A16-285/15(2.1.43-EK6),2020.04.19 00:00,3,IVR ant pastato fasado,CAMELIA VAISTINĖ,,Darbininkų g.,16,Naujininkų,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams.
A635-334/15(2.3.2.1-EK6),4/20/2015,UAB „Tendencija“,"A. Vivulskio g. 12D-57, Vilnius",,2015.04.01 00:00,A16-285/15(2.1.43-EK6),2020.04.19 00:00,"3,3",IVR ant pastato fasado,"„INTYMI PAGUNDA“ NAKTINUKAI, PIŽAMOS, CHALATAI, APATINIAI",,Mindaugo g.,16,Senamiesčio,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams.
A635-340/15(2.3.2.1-EK6),4/21/2015,UAB „Sigmos padangos“,"Justiniškių g. 144B-52, Vilnius",,2015.04.08 00:00,A16-318/15(2.1.43-EK6),2020.04.20 00:00,"8,05",IVR ant pastato fasado,"„SIGMOS PADANGOS“ MONTAVIMAS, BALANSAVIMAS, REMONTAS, SAUGOJIMAS",,Kalvarijų g.,125,Žirmūnų,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams.
A635-339/15(2.3.2.1-EK6),4/21/2015,MB „DIARO“,"Ateities g. 1-6, Vilnius",,2015.04.08 00:00,A16-318/15(2.1.43-EK6),2016.04.20 00:00,"1,92",IVR ant tvoros,"„DIARO“ REKLAMOS NAMAI; VISOS REKLAMOS PASLAUGOS; PROJEKTAVIMAS, GAMYBA, DERINIMAS, SPAUDA",,Ozo g.,4,Verkių,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai vieneriems metams.
A635-338/15(2.3.2.1-EK6),4/21/2015,UAB „Biomedika“,"Antakalnio g. 38, Vilniaus",,2015.04.08 00:00,A16-318/15(2.1.43-EK6),2020.04.20 00:00,"0,97",IVR ant pastato fasado,„YZI PET“ TAVO AUGINTINIUI,,Antakalnio g.,38,Antakalnio,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai „YZI PET“ TAVO AUGINTINIUI ant pastato fasado penkeriems metams.
A635-357/15(2.3.2.1-EK6),4/22/2015,UAB „DAR TRANS“,"J. Tiškevičiaus g. 72, Vilnius",,2015.04.08 00:00,A16-318/15(2.1.43-EK6),2020.04.21 00:00,"0,1",IVR ant pastato fasado,DAR TRANS; UAB „DAR TRANS“,,J. Tiškevičiaus g.,72,Naujininkų,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams.
A635-344/15(2.3.2.1E-EK6),4/22/2015,"UAB ""SRS dizainas""","Šermukšnių g. 16, Klaipėda",18,2015.04.15 00:00,A16-339/19(2.1.43-EK6),2016.04.21 00:00,18,IVR ant pastato fasado,*,,Ateities g.,50,Fabijoniškių,
A635-342/15(2.3.2.1-EK6),4/22/2015,"UAB ""TEO LT""","Lvovo g. 25, Vilnius","56,5",2015.04.01 00:00,A16-285/15(2.1.43-EK6),2016.05.03 00:00,"56,5",IVR ant pastato fasado,TEO,,Lvovo g.,25,Šnipiškių,
A635-343/15(2.3.2.1-EK6),4/22/2015,UAB „DELANO“,"Ozo g. 25, Vilnius",,2015.04.08 00:00,A16-318/15(2.1.43-EK6),2020.04.21 00:00,"7,79",IVR ant pastato fasado,RESTORANAS „CANCAN PIZZA“,,Ukmergės g.,282,Pašilaičių,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai penkeriems metams.
A635-353/15(2.3.2.1-EK6),4/22/2015,VšĮ „Smalsuolis“,"Paeglinės Sodų 1-oji g. 1, Vilnius",,2015.04.08 00:00,A16-318/15(2.1.43-EK6),2017.04.21 00:00,"0,7",IVR ant pastato fasado,VAIKŲ LOPŠELIS – DARŽELIS „SMALSUOLIS“S.LT,,Paeglinės Sodų 1-oji g.,1,Naujosios Vilnios,Siūlyti Vilniaus miesto savivaldybės administracijos direktoriaus įgaliotam asmeniui išduoti leidimą išorinei reklamai dvejiems metams.
